run_id,patient_id,repetition,run,model,timestamp,raw_valid_json,repair_needed,structural_drift_score,schema_match,drift_score
20260522_152824,patient_01,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:28:24,1,0,0.0,1,0.43333333333333335
20260522_152824,patient_01,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:28:29,1,0,0.0,1,0.4666666666666667
20260522_152824,patient_01,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:28:37,1,0,0.0,1,0.43333333333333335
20260522_152824,patient_02,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:28:42,1,0,0.0,1,0.2222222222222222
20260522_152824,patient_02,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:28:45,1,0,0.0,1,0.2222222222222222
20260522_152824,patient_02,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:28:49,1,0,0.0,1,0.46153846153846156
20260522_152824,patient_03,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:28:55,1,0,0.0,1,0.35714285714285715
20260522_152824,patient_03,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:28:59,1,0,0.0,1,0.4375
20260522_152824,patient_03,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:04,1,0,0.0,1,0.35714285714285715
20260522_152824,patient_04,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:07,1,0,0.0,1,0.25
20260522_152824,patient_04,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:10,1,0,0.0,1,0.4
20260522_152824,patient_04,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:14,1,0,0.0,1,0.4
20260522_152824,patient_05,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:16,1,0,0.0,1,0.39285714285714285
20260522_152824,patient_05,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:19,1,0,0.0,1,0.39285714285714285
20260522_152824,patient_05,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:23,1,0,0.0,1,0.39285714285714285
20260522_152824,patient_06,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:25,1,0,0.0,1,0.4444444444444444
20260522_152824,patient_06,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:29,1,0,0.0,1,0.4444444444444444
20260522_152824,patient_06,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:32,1,0,0.0,1,0.2857142857142857
20260522_152824,patient_07,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:35,1,0,0.0,1,0.3
20260522_152824,patient_07,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:38,1,0,0.0,1,0.36363636363636365
20260522_152824,patient_07,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:40,1,0,0.0,1,0.4166666666666667
20260522_152824,patient_08,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:45,1,0,0.0,1,0.34615384615384615
20260522_152824,patient_08,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:48,1,0,0.0,1,0.34615384615384615
20260522_152824,patient_08,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:52,1,0,0.0,1,0.34615384615384615
20260522_152824,patient_09,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:29:56,1,0,0.0,1,0.4444444444444444
20260522_152824,patient_09,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:30:00,1,0,0.0,1,0.4444444444444444
20260522_152824,patient_09,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:30:04,1,0,0.0,1,0.4444444444444444
20260522_152824,patient_10,5,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:30:07,1,0,0.0,1,0.36363636363636365
20260522_152824,patient_10,10,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:30:10,1,0,0.0,1,0.36363636363636365
20260522_152824,patient_10,16,1,meta-llama/Meta-Llama-3.1-8B-Instruct,2026-05-22T15:30:13,1,0,0.0,1,0.4230769230769231
